university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,INDUSTRIAL MATHEMATICS,OSUMS,[Not Available],[Not Available],[Not Available]
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,INFORMATION TECHNOLOGY,OSUMS,"'A' level passes in Mathematics, Physics, Chemistry,  Biology.

ii) ND (upper credit) in relevant fields of technology.




'A' Level passes/ND and HND in relevant subjects into 200 and 300 levels.","Five (5) SSC credit passes including English Language, Economics and Mathematics","Mathematics, Economics and any one of Account, Commerce and Government"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MATHEMATICS,OSUMS,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MEDICAL CHEMISTRY,OSUMS,[Not Available],[Not Available],[Not Available]
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MEDICAL LABORATORY SCIENCE,OSUMS,"'A' Level passes   to include Physics, Chemistry and Biology or Zoology","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MEDICAL PHYSICS,OSUMS,[Not Available],[Not Available],[Not Available]
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MEDICAL REHABILITATION,OSUMS,"'A' Level passes in Chemistry, Physics and any of Biology/Zoology or Mathematics.","Five (5) SSC credit

 passes in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MEDICINE & SURGERY,OSUMS,"(i) 'A' Level passes in Physics, Chemistry and Biology or Zoology in addition to the UTME requirements.

(ii) BSC, BOS, etc in relevant programme.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,MICROBIOLOGY,OSUMS,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,NURSING/NURSING SCIENCE,OSUMS,"(i)              'A' Level passes in any two (2) of Physics, Chemistry, Biology and Mathematics

(ii)            ND Upper Credit in Prosthesis and Orthopaedic Technology.




(i)              Two (2) 'A' Level passes in Biology/ Zoology, Chemistry and Physics plus  three (3) other 'O' Level credit passes in Mathematics, Physics and English Language.

(ii)            NRN or its approved equivalent plus five (5) 'O' Level credit passes  in English Language and four (4) Science subjects chosen from Mathematics, Physics, Chemistry, Biology, Human Anatomy, Physiology and Hygiene, Health Science, Further Mathematics and General Science.","Five (5) SSC credit passes including English Language, Physics, Mathematics, Chemistry and Biology.","Chemistry, Biology and Physics."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,NUTRITION & DIETETICS,OSUMS,"Two (2) 'A' Level passes in Chemistry, Biology and Physics plus the UTME requirement.","Five (5) SSC credit passes in English Language, Physics, Chemistry, Biology and Mathematics.","Chemistry, Biology and Physics."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,OCCUPATIONAL THERAPY,OSUMS,[Not Available],[Not Available],[Not Available]
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PHARMACOLOGY,OSUMS,[Not Available],[Not Available],[Not Available]
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PHYSICS,OSUMS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PHYSICS WITH ELECTRONICS,OSUMS,NCE/Two (2) 'A' Level passes in Physics and Mathematics or Chemistry.,"Five (5) SSC credit passes in English Language, Physics, Chemistry, Mathematics and any other Science subject from Further Mathematics and Biology or Agricultural Science.","Physics, Mathematics and Chemistry or Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PHYSIOLOGY,OSUMS,"Two (2) 'A' Level passes chosen from Chemistry, Physics and Biology/Zoology.","Five (5) SSC credit passes in English Language, Maths, Physics, Chemistry and Biology.","Physics, Chemistry and Biology"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PHYSIOTHERAPY,OSUMS,"Two (2) ‘A’ Level passes chosen from Physics, Chemistry and Biology.","Five (5) SSC credit passes in English Language, Maths, Biology, Physics and Chemistry.","Physics, Chemistry and Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PLANT BIOLOGY & BIOTECHNOLOGY,OSUMS,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PROSTHETICS & ORTHOTICS,OSUMS,"(i)              'A' Level passes in any two (2) of Physics, Chemistry, Biology and Mathematics

ND Upper Credit in Prosthesis and Orthopaedic Technology.","Five (5) SSC credit passes including English Language, Physics, Mathematics, Chemistry and Biology.","Chemistry, Biology and Physics."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,PROSTHETICS/ORTHOTICS TECHNOLOGY,OSUMS,"Have passed WAEC or NECO with minimum of 5 credits including English Language, Mathematics, Biology, Chemistry and Physics in one sitting, prospective candidates must have acquired any one of the following:

i. A minimum of grade C pass at Higher School Certificate advanced level or its equivalent in Biology, Chemistry and Physics in not more than one sitting.

ii. A minimum of second class degree in any of the basic sciences or basic medical sciences from University of Medical Sciences or any recognized University.

iii. Be a holder of a diploma (upper credit) from Medical Rehabilitation Therapists Board accredited programmes.","Credits in Chemistry, Physics, Biology, English Language and Mathematics in the West African School Certificate Examination (WASCE) or National Examination Council (NECO) provided that all subjects are taken and passed in one sitting.","English Language, Physics, Chemistry, Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,RADIOGRAPHY & RADIATION SCIENCE,OSUMS,"Two (2) 'A' Level passes chosen from Physics, Chemistry and Biology.","Five (5) SSC credit passes in English Language, Mathematics, Biology, Physics and Chemistry.","Physics, Chemistry and Biology."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,RADIOGRAPHY AND RADIATION SCIENCE,OSUMS,"Entry into undergraduate year two i.e. 200 Level is for holders of  credit passes in NCE,  GCE  Advanced  Level,  IJMB Advanced  Level  and  National  Diploma  (ND)  certificates. In addition the ‘O’   Level requirements as indicated under (a) above must be met by each candidate. First degree with at least second class lower may be considered.","Candidate must have a minimum of five credit level passes at GCE/SSCE/NECO ‘O’ Level or equivalent in Physics, Chemistry, Mathematics, Biology and English Language.","English Language, Physics, Chemistry and Biology"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,SCIENCE LABORATORY TECHNOLOGY,OSUMS,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics"
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,STATISTICS,OSUMS,"Two (2) 'A' Level passes to include Mathematics or Statistics.

NCE credit in relevant subjects.","Five (5) SSC credit passes to include English Language, Mathematics and at least three (3) subjects from Physics, Statistics, Chemistry, Further Mathematics, Economics and Geography.","Mathematics and any two (2) of Physics, Chemistry and Economics."
ONDO STATE UNIVERSITY OF MEDICAL SCIENCES LAJE ROAD ONDO ONDO STATE,ZOOLOGY,OSUMS,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,APPLIED MICROBIOLOGY & BREWING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,ARCHITECTURE,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,BIOCHEMISTRY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,BIOMEDICAL ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,CHEMICAL ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,CIVIL ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,COMPUTER ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,COMPUTER SCIENCE,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,DOCTOR OF PHARMACY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,DOCTOR OF PHYSIOTHERAPY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,ELECTRICAL AND ELECTRONICS ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,GENETICS AND BIOTECHNOLOGY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,HUMAN ANATOMY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,HUMAN PHYSIOLOGY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,INFORMATION & COMMUNICATION TECHNOLOGY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,MECHANICAL ENGINEERING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,MEDICAL LABORATORY SCIENCE,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,MEDICINE & SURGERY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,MOLECULAR BIOLOGY,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,NURSING SCIENCE,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,NUTRITION AND DIETETICS,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,QUANTITY SURVEYING,SUMAS,[Not Available],[Not Available],[Not Available]
STATE UNIVERSITY OF MEDICAL AND APPLIED SCIENCES IGBO ENO ENUGU STATE,RADIOGRAPHY,SUMAS,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,ADULT EDUCATION,MAID-SDWCH,"(i)    Two (2) 'A' Level   passes.

(ii)           NCE merit in two (2) subjects.","Five (5) 'O' Level credit passes including English Language, Mathematics and three (3) of Literature in English, History, French, Yoruba, Igbo, Hausa, Christian Religious Studies, Islamic Studies, Geography/Physic, Economics and Government or TC II with pass in English Language and four (4) other subjects.","Government/History, one (1) Social Science subject and any other subject."
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,AGRICULTURAL SCIENCE & EDUCATION,MAID-SDWCH,"(i) Two (2) passes at 'A' Level in Biology /Zoology /Botany and any other Science subject.

(ii) NCE merit in Biology and any other Science subject.

(iii) NCE merit in Agriculture (Double Major).","Five (5) 'O' Level credit passes or equivalents in English Language, Chemistry, Biology/Agricultural Science., Mathematics and another relevant subject.","Any three (3) subjects from Chemistry, Biology, Agriculture, Physics, Economics, Geography and Mathematics."
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,BUSINESS EDUCATION,MAID-SDWCH,"(i) Two (2) 'A' Level passes or NCE merit in two (2) relevant subjects.

(ii) NCE merit in Business Education Double Major.","Five (5) TC II merit, 'O' Level or NTC/NBC credit passes including English Language, Mathematics, Economics and two (2) other subjects in the Social Sciences or Arts. For NBC, the other subjects could be from any of the following: Commerce, Office Practice, Principles of Accounts, Secretarial Duties, Typewriting and Shorthand.","Mathematics, Economics plus one (1) of Literature in English, History, Government, Geography, Chemistry and Physics."
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,EDUCATION & ARABIC,MAID-SDWCH,Two (2) 'A' Level passes or NCE in relevant subjects including Arabic.,Five (5) 'O' Level credit passes in relevant subjects including English Language and Arabic.,Arabic and any two (2) relevant Arts/Social Science subjects.
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,EDUCATION & BIOLOGY,MAID-SDWCH,NCE/'A' Level passes in Biology and one (1) other Science subject.,"Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and one (1) other subject.","Biology and two (2) other subjects from Chemistry, Mathematics and Physics."
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,EDUCATION & CHEMISTRY,MAID-SDWCH,Two (2) ‘A’ Level/NCE passes including Chemistry and one (1) other Science subject.,"Five (5) SSC credits in Mathematics, Chemistry, English Language and two (2) of Physics, Biology and Agricultural Science.","Chemistry and two (2) other subjects chosen from Physics, Biology and Mathematics."
UNIVERSITY OF MAIDUGURI SANDWICH PROGRAMME BORNO STATE,EDUCATION & ECONOMICS,MAID-SDWCH,"(i) Two (2) 'A' Level passes in Economics and one (1) other relevant subject.

(ii) NCE merit/credit in Economics and one (1) other subject.","Five (5) 'O' Level credit passes to include English Language, Economics and Mathematics.","Economics, Mathematics and one (1) other subject from Geography/Physics, History, Government and Literature in English."
